"var","prov","zone","year","mean","lci","uci","Description_En","Description_Fr","Prov_En","Prov_Fr"
"DAYOT","CAN",NA,1981,329600,312975,346422,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1980,342680,326684,358273,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1979,340444,324033,357021,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1978,389012,371235,407904,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1977,381914,362950,402107,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYOT","CAN",NA,1976,355222,337474,373933,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2021,559582,545402,574113,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2020,553901,540716,567103,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2019,633108,620363,645753,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2018,666657,653381,680632,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2017,707368,693181,722880,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2016,766709,751461,782253,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2015,819713,803421,836123,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2014,843908,825956,861959,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2013,851413,834419,868827,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2012,815968,799798,832536,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2011,813001,797861,828436,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2010,798168,782751,814398,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2009,796708,781149,811774,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2008,833313,818208,849047,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2007,811175,796591,825255,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2006,808139,793768,822682,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2005,827158,812669,842484,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2004,860405,845473,875235,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2003,905257,889367,920992,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2002,943773,928022,959725,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2001,1020277,1003466,1037555,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,2000,1085307,1068453,1102542,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1999,1141487,1123650,1160120,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1998,1181643,1162696,1199887,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1997,1234441,1215953,1254599,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1996,1349302,1328117,1370514,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1995,1397169,1374727,1419274,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1994,1530651,1505557,1555612,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1993,1564844,1540082,1591034,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1992,1596368,1570743,1622723,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1991,1701968,1673784,1731490,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1990,1861230,1830263,1892705,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1989,1881874,1851911,1913758,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1988,1950267,1918637,1981251,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1987,2142294,2108597,2177983,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1986,2355754,2319663,2391128,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1985,2329300,2292094,2366543,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1984,2546652,2507071,2588285,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1983,2685843,2643246,2728681,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1982,2763608,2717596,2810169,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1981,2719881,2676089,2764817,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1980,2933579,2889784,2979805,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1979,2956013,2912266,3000696,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1978,3130168,3083621,3178127,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1977,3092855,3045614,3142382,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DAYWF","CAN",NA,1976,2978946,2931711,3031810,"Waterfowl hunting days","Jours de chasse de sauvagine","Canada","Canada"
"DOVEK","CAN",NA,2021,19322,15542,23539,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2020,20505,16942,24682,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2019,20356,16805,24428,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2018,20513,16966,24982,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2017,21083,17387,25218,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2016,21463,17775,25891,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2015,21005,17223,25427,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2014,21912,17905,26942,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2013,20835,16691,25804,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2012,193,102,328,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2011,200,106,339,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2010,219,119,376,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2009,208,120,348,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2008,212,128,343,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2007,205,129,315,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2006,201,127,314,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2005,223,143,348,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2004,237,154,367,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2003,262,171,399,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2002,324,214,481,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2001,329,222,484,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,2000,351,230,518,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1999,368,243,548,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1998,413,269,624,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1997,399,259,603,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1996,447,294,682,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1995,458,298,703,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1994,543,355,834,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1993,599,394,930,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1992,681,455,1030,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1991,755,507,1150,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1990,777,528,1164,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1989,905,616,1348,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1988,934,633,1344,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1987,1037,706,1482,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1986,1349,896,1910,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1985,1395,921,1992,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1984,1518,1003,2169,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1983,1861,1224,2652,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1982,2033,1341,2912,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1981,2361,1589,3356,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1980,2579,1721,3657,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1979,2644,1825,3741,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1978,2890,2014,4039,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1977,2991,2059,4270,"Dove harvest","Prises de tourterelles","Canada","Canada"
"DOVEK","CAN",NA,1976,2994,2041,4397,"Dove harvest","Prises de tourterelles","Canada","Canada"
"MURRK","CAN",NA,2021,52399,40359,66293,"Total murre harvest","Prises totales de guillemots","Canada","Canada"
"MURRK","CAN",NA,2020,77585,63907,93517,"Total murre harvest","Prises totales de guillemots","Canada","Canada"
"MURRK","CAN",NA,2019,62375,50543,76154,"Total murre harvest","Prises totales de guillemots","Canada","Canada"
"MURRK","CAN",NA,2018,74923,62124,89057,"Total murre harvest","Prises totales de guillemots","Canada","Canada"
"MURRK","CAN",NA,2017,102734,85470,121588,"Total murre harvest","Prises totales de guillemots","Canada","Canada"
"MURRK","CAN",NA,2016,118137,98557,139804,"Total murre harvest","Prises totales de guillemots","Canada","Canada"
"MURRK","CAN",NA,2015,70791,57176,86458,"Total murre harvest","Prises totales de guillemots","Canada","Canada"
"MURRK","CAN",NA,2014,93778,76243,114707,"Total murre harvest","Prises totales de guillemots","Canada","Canada"
"PIGEK","CAN",NA,2021,178,82,332,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2020,174,88,305,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2019,167,88,285,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2018,171,93,285,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2017,176,99,295,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2016,176,97,293,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2015,204,114,339,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2014,187,105,303,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2013,198,113,318,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2012,212,126,344,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2011,224,138,356,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2010,253,159,396,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2009,231,144,356,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2008,221,140,340,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2007,209,132,316,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2006,210,131,322,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2005,219,138,331,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2004,241,147,373,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2003,262,162,400,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2002,324,202,489,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2001,0,0,0,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,2000,0,0,0,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1999,0,0,0,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1998,0,0,0,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1997,0,0,0,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1996,0,0,0,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1995,0,0,0,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1994,0,0,0,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1993,748,487,1082,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1992,918,622,1317,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1991,1014,691,1436,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1990,1091,745,1534,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1989,1439,979,2052,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1988,1532,1052,2176,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1987,1699,1160,2398,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1986,2421,1704,3336,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1985,2520,1783,3514,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1984,2850,1991,3888,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1983,3634,2667,4978,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1982,4094,2995,5489,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1981,4710,3443,6397,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1980,4806,3531,6440,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1979,4674,3348,6277,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1978,5065,3754,6750,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1977,4866,3449,6654,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"PIGEK","CAN",NA,1976,5084,3498,7257,"Band-tailed Pigeon harvest","Prises de Pigeons à queue barrée","Canada","Canada"
"SNIPK","CAN",NA,2021,2649,2054,3409,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2020,2688,2102,3396,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2019,2703,2162,3352,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2018,2877,2318,3537,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2017,3074,2495,3787,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2016,3545,2907,4315,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2015,3728,3064,4543,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2014,3590,2929,4374,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2013,3809,3128,4633,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2012,3589,2928,4389,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2011,3473,2842,4190,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2010,3540,2856,4298,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2009,4172,3376,5107,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2008,5805,4674,7261,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2007,6572,5368,8190,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2006,6161,5034,7502,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2005,6842,5646,8275,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2004,8541,7039,10288,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2003,11668,9639,14372,"Snipe harvest","Prises de bécassines","Canada","Canada"
"SNIPK","CAN",NA,2002,15125,12371,18639,"Snipe harvest","Prises de bécassines","Canada","Canada"
